"text","intent","sentiment","priority"
"على فكرة، لازم تلغوا الطلب دلوقتي، الوضع مستعجل","cancel_order","negative","high"
"طب لازم تلغوا الطلب دلوقتي، الوضع مستعجل","cancel_order","negative","high"
"معلش، لازم تلغوا الطلب دلوقتي، الوضع مستعجل وشكراً لتعاونكم","cancel_order","negative","high"
"معلش، لازم تلغوا الطلب دلوقتي، الوضع مستعجل في انتظار ردكم","cancel_order","negative","high"
"لازم تلغوا الطلب دلوقتي، الوضع مستعجل","cancel_order","negative","high"
"طب لازم تلغوا الطلب دلوقتي، الوضع مستعجل وشكراً لتعاونكم","cancel_order","negative","high"
"لازم تلغوا الطلب دلوقتي، الوضع مستعجل وشكراً لتعاونكم","cancel_order","negative","high"
"من فضلك، لازم تلغوا الطلب دلوقتي، الوضع مستعجل ياريت حد يرد عليا","cancel_order","negative","high"
"بجد لازم تلغوا الطلب دلوقتي، الوضع مستعجل في انتظار ردكم","cancel_order","negative","high"
"بجد لازم تلغوا الطلب دلوقتي، الوضع مستعجل برجاء الإفادة","cancel_order","negative","high"
"لازم تلغوا الطلب دلوقتي، الوضع مستعجل في انتظار ردكم","cancel_order","negative","high"
"لو سمحت، لازم تلغوا الطلب دلوقتي، الوضع مستعجل وشكراً لتعاونكم","cancel_order","negative","high"
"من فضلك، متشكر لو تم الغاء الطلب #1002 بسهولة برجاء الإفادة","cancel_order","positive","medium"
"متشكر لو تم الغاء الطلب #1002 بسهولة ياريت حد يرد عليا","cancel_order","positive","medium"
"بجد متشكر لو تم الغاء الطلب #1003 بسهولة وشكراً لتعاونكم","cancel_order","positive","medium"
"لو سمحت، متشكر لو تم الغاء الطلب #1002 بسهولة في انتظار ردكم","cancel_order","positive","medium"
"معلش، متشكر لو تم الغاء الطلب #1002 بسهولة برجاء الإفادة","cancel_order","positive","medium"
"من فضلك، متشكر لو تم الغاء الطلب #1003 بسهولة وشكراً لتعاونكم","cancel_order","positive","medium"
"على فكرة، متشكر لو تم الغاء الطلب #1003 بسهولة برجاء الإفادة","cancel_order","positive","medium"
"طب متشكر لو تم الغاء الطلب #1003 بسهولة وشكراً لتعاونكم","cancel_order","positive","medium"
"متشكر لو تم إلغاء الطلب #1003 بسهولة في انتظار ردكم","cancel_order","positive","medium"
"متشكر لو تم الغاء الطلب #1001 بسهولة في انتظار ردكم","cancel_order","positive","medium"
"طب متشكر لو تم الغاء الطلب #1001 بسهولة برجاء الإفادة","cancel_order","positive","medium"
"من فضلك، متشكر لو تم الغاء الطلب #1003 بسهولة","cancel_order","positive","medium"
"بجد متشكر لو تم الغاء الطلب #1001 بسهولة برجاء الإفادة","cancel_order","positive","medium"
"معلش، متشكر لو تم الغاء الطلب #1001 بسهولة في انتظار ردكم","cancel_order","positive","medium"
"معلش، من فين أقدر الغي طلبي؟ برجاء الإفادة","cancel_order","neutral","medium"
"من فين أقدر ألغي طلبي؟","cancel_order","neutral","medium"
"على فكرة، من فين أقدر ألغي طلبي؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"من فين أقدر ألغي طلبي؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"من فضلك، من فين أقدر الغي طلبي؟","cancel_order","neutral","medium"
"من فين أقدر ألغي طلبي؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"لو سمحت، من فين أقدر الغي طلبي؟ برجاء الإفادة","cancel_order","neutral","medium"
"معلش، من فين أقدر ألغي طلبي؟ في انتظار ردكم","cancel_order","neutral","medium"
"معلش، من فين أقدر الغي طلبي؟","cancel_order","neutral","medium"
"لو سمحت، من فين أقدر ألغي طلبي؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"بجد من فين أقدر ألغي طلبي؟ برجاء الإفادة","cancel_order","neutral","medium"
"بجد من فين أقدر الغي طلبي؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"من فضلك، عاوز ألغي طلبي وأسترد الفلوس برجاء الإفادة","cancel_order","neutral","medium"
"لو سمحت، عاوز ألغي طلبي وأسترد الفلوس وشكراً لتعاونكم","cancel_order","neutral","medium"
"معلش، عايز ألغي طلبي وأسترد الفلوس ياريت حد يرد عليا","cancel_order","neutral","medium"
"عايز ألغي طلبي وأسترد الفلوس برجاء الإفادة","cancel_order","neutral","medium"
"على فكرة، عايز ألغي طلبي وأسترد الفلوس","cancel_order","neutral","medium"
"طب عايز ألغي طلبي وأسترد الفلوس ياريت حد يرد عليا","cancel_order","neutral","medium"
"معلش، عايز ألغي طلبي وأسترد الفلوس وشكراً لتعاونكم","cancel_order","neutral","medium"
"طب عايز ألغي طلبي وأسترد الفلوس","cancel_order","neutral","medium"
"عايز ألغي طلبي وأسترد الفلوس ياريت حد يرد عليا","cancel_order","neutral","medium"
"من فضلك، عايز الغي طلبي وأسترد الفلوس في انتظار ردكم","cancel_order","neutral","medium"
"على فكرة، عايز الغي طلبي وأسترد الفلوس في انتظار ردكم","cancel_order","neutral","medium"
"لو سمحت، عايز ألغي طلبي وأسترد الفلوس برجاء الإفادة","cancel_order","neutral","medium"
"على فكرة، مبسوط ان الإلغاء متاح، عايز الغي الطلب #1003 وشكراً لتعاونكم","cancel_order","positive","medium"
"لو سمحت، مبسوط ان الالغاء متاح، عايز ألغي الطلب #1001 برجاء الإفادة","cancel_order","positive","medium"
"على فكرة، مبسوط ان الإلغاء متاح، عاوز ألغي الطلب #1001","cancel_order","positive","medium"
"على فكرة، مبسوط ان الالغاء متاح، عايز ألغي الطلب #1003","cancel_order","positive","medium"
"بجد مبسوط ان الإلغاء متاح، عايز ألغي الطلب #1002","cancel_order","positive","medium"
"من فضلك، مبسوط ان الالغاء متاح، عايز ألغي الطلب #1003 في انتظار ردكم","cancel_order","positive","medium"
"بجد مبسوط ان الإلغاء متاح، عايز ألغي الطلب #1003 ياريت حد يرد عليا","cancel_order","positive","medium"
"طب مبسوط ان الإلغاء متاح، عايز ألغي الطلب #1003 برجاء الإفادة","cancel_order","positive","medium"
"طب مبسوط ان الالغاء متاح، عايز ألغي الطلب #1003 في انتظار ردكم","cancel_order","positive","medium"
"طب مبسوط ان الإلغاء متاح، عايز ألغي الطلب #1001","cancel_order","positive","medium"
"طب مبسوط ان الإلغاء متاح، عاوز ألغي الطلب #1003 ياريت حد يرد عليا","cancel_order","positive","medium"
"لو سمحت، مبسوط ان الإلغاء متاح، عايز ألغي الطلب #1001 في انتظار ردكم","cancel_order","positive","medium"
"طب مبسوط ان الإلغاء متاح، عايز ألغي الطلب #1002 في انتظار ردكم","cancel_order","positive","medium"
"لو سمحت، مبسوط ان الالغاء متاح، عايز ألغي الطلب #1003 وشكراً لتعاونكم","cancel_order","positive","medium"
"بجد ممكن تشيلوا الطلب ده وتلغوه؟ برجاء الإفادة","cancel_order","neutral","medium"
"على فكرة، ممكن تشيلوا الطلب ده وتلغوه؟","cancel_order","neutral","medium"
"من فضلك، ممكن تشيلوا الطلب ده وتلغوه؟ برجاء الإفادة","cancel_order","neutral","medium"
"معلش، ممكن تشيلوا الطلب ده وتلغوه؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"معلش، ممكن تشيلوا الطلب ده وتلغوه؟","cancel_order","neutral","medium"
"من فضلك، ممكن تشيلوا الطلب ده وتلغوه؟","cancel_order","neutral","medium"
"ممكن تشيلوا الطلب ده وتلغوه؟","cancel_order","neutral","medium"
"طب ممكن تشيلوا الطلب ده وتلغوه؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"طب ممكن تشيلوا الطلب ده وتلغوه؟","cancel_order","neutral","medium"
"لو سمحت، ممكن تشيلوا الطلب ده وتلغوه؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"طب ممكن تشيلوا الطلب ده وتلغوه؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"ممكن تشيلوا الطلب ده وتلغوه؟ برجاء الإفادة","cancel_order","neutral","medium"
"من فضلك، مجرد استفسار عن إمكانية الغاء الطلبات عموماً وشكراً لتعاونكم","cancel_order","neutral","low"
"لو سمحت، مجرد استفسار عن إمكانية إلغاء الطلبات عموماً وشكراً لتعاونكم","cancel_order","neutral","low"
"معلش، مجرد استفسار عن إمكانية إلغاء الطلبات عموماً ياريت حد يرد عليا","cancel_order","neutral","low"
"مجرد استفسار عن إمكانية إلغاء الطلبات عموماً ياريت حد يرد عليا","cancel_order","neutral","low"
"بجد مجرد استفسار عن إمكانية إلغاء الطلبات عموماً","cancel_order","neutral","low"
"على فكرة، مجرد استفسار عن إمكانية الغاء الطلبات عموماً ياريت حد يرد عليا","cancel_order","neutral","low"
"لو سمحت، مجرد استفسار عن إمكانية إلغاء الطلبات عموماً","cancel_order","neutral","low"
"بجد مجرد استفسار عن إمكانية الغاء الطلبات عموماً وشكراً لتعاونكم","cancel_order","neutral","low"
"على فكرة، مجرد استفسار عن إمكانية إلغاء الطلبات عموماً","cancel_order","neutral","low"
"مجرد استفسار عن إمكانية الغاء الطلبات عموماً برجاء الإفادة","cancel_order","neutral","low"
"لو سمحت، مجرد استفسار عن إمكانية إلغاء الطلبات عموماً ياريت حد يرد عليا","cancel_order","neutral","low"
"مجرد استفسار عن إمكانية إلغاء الطلبات عموماً في انتظار ردكم","cancel_order","neutral","low"
"طب الأوردر لازم يتلغي فوراً، الأمر ضروري ياريت حد يرد عليا","cancel_order","negative","high"
"على فكرة، الاوردر لازم يتلغي فوراً، الأمر ضروري برجاء الإفادة","cancel_order","negative","high"
"معلش، الأوردر لازم يتلغي فوراً، الأمر ضروري وشكراً لتعاونكم","cancel_order","negative","high"
"الاوردر لازم يتلغي فوراً، الأمر ضروري ياريت حد يرد عليا","cancel_order","negative","high"
"من فضلك، الأوردر لازم يتلغي فوراً، الأمر ضروري وشكراً لتعاونكم","cancel_order","negative","high"
"بجد الأوردر لازم يتلغي فوراً، الأمر ضروري برجاء الإفادة","cancel_order","negative","high"
"لو سمحت، الاوردر لازم يتلغي فوراً، الأمر ضروري في انتظار ردكم","cancel_order","negative","high"
"معلش، الأوردر لازم يتلغي فوراً، الأمر ضروري","cancel_order","negative","high"
"من فضلك، الاوردر لازم يتلغي فوراً، الأمر ضروري برجاء الإفادة","cancel_order","negative","high"
"الاوردر لازم يتلغي فوراً، الأمر ضروري","cancel_order","negative","high"
"الاوردر لازم يتلغي فوراً، الأمر ضروري وشكراً لتعاونكم","cancel_order","negative","high"
"بجد الأوردر لازم يتلغي فوراً، الأمر ضروري ياريت حد يرد عليا","cancel_order","negative","high"
"معلش، عايز إلغاء الأوردر رقم #1003 برجاء الإفادة","cancel_order","neutral","medium"
"معلش، عايز إلغاء الأوردر رقم #1003 ياريت حد يرد عليا","cancel_order","neutral","medium"
"على فكرة، عايز إلغاء الأوردر رقم #1001 وشكراً لتعاونكم","cancel_order","neutral","medium"
"لو سمحت، عاوز إلغاء الأوردر رقم #1001 برجاء الإفادة","cancel_order","neutral","medium"
"على فكرة، عايز إلغاء الأوردر رقم #1003 في انتظار ردكم","cancel_order","neutral","medium"
"معلش، عايز إلغاء الأوردر رقم #1001","cancel_order","neutral","medium"
"على فكرة، عايز إلغاء الأوردر رقم #1003 برجاء الإفادة","cancel_order","neutral","medium"
"بجد عايز إلغاء الأوردر رقم #1002 ياريت حد يرد عليا","cancel_order","neutral","medium"
"معلش، عاوز إلغاء الأوردر رقم #1002 ياريت حد يرد عليا","cancel_order","neutral","medium"
"من فضلك، عايز الغاء الأوردر رقم #1001 وشكراً لتعاونكم","cancel_order","neutral","medium"
"عايز الغاء الأوردر رقم #1002 في انتظار ردكم","cancel_order","neutral","medium"
"عايز إلغاء الأوردر رقم #1001 في انتظار ردكم","cancel_order","neutral","medium"
"من فضلك، عايز إلغاء الأوردر رقم #1003 وشكراً لتعاونكم","cancel_order","neutral","medium"
"من فضلك، عاوز إلغاء الأوردر رقم #1003","cancel_order","neutral","medium"
"بجد ممكن الإلغاء يتم دلوقتي؟","cancel_order","neutral","medium"
"على فكرة، ممكن الإلغاء يتم دلوقتي؟","cancel_order","neutral","medium"
"من فضلك، ممكن الالغاء يتم دلوقتي؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"من فضلك، ممكن الالغاء يتم دلوقتي؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"على فكرة، ممكن الالغاء يتم دلوقتي؟ برجاء الإفادة","cancel_order","neutral","medium"
"معلش، ممكن الالغاء يتم دلوقتي؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"طب ممكن الإلغاء يتم دلوقتي؟ برجاء الإفادة","cancel_order","neutral","medium"
"معلش، ممكن الإلغاء يتم دلوقتي؟ في انتظار ردكم","cancel_order","neutral","medium"
"طب ممكن الالغاء يتم دلوقتي؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"معلش، ممكن الالغاء يتم دلوقتي؟","cancel_order","neutral","medium"
"بجد ممكن الالغاء يتم دلوقتي؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"على فكرة، ممكن الالغاء يتم دلوقتي؟ في انتظار ردكم","cancel_order","neutral","medium"
"طب ممكن تأكدولي ان الطلب اتلغى؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"ممكن تأكدولي ان الطلب اتلغى؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"طب ممكن تأكدولي ان الطلب اتلغى؟ برجاء الإفادة","cancel_order","neutral","medium"
"على فكرة، ممكن تأكدولي ان الطلب اتلغى؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"لو سمحت، ممكن تأكدولي ان الطلب اتلغى؟ في انتظار ردكم","cancel_order","neutral","medium"
"من فضلك، ممكن تأكدولي ان الطلب اتلغى؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"معلش، ممكن تأكدولي ان الطلب اتلغى؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"ممكن تأكدولي ان الطلب اتلغى؟","cancel_order","neutral","medium"
"طب ممكن تأكدولي ان الطلب اتلغى؟","cancel_order","neutral","medium"
"بجد ممكن تأكدولي ان الطلب اتلغى؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"بجد ممكن تأكدولي ان الطلب اتلغى؟ في انتظار ردكم","cancel_order","neutral","medium"
"لو سمحت، ممكن تأكدولي ان الطلب اتلغى؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"طب طلبت الإلغاء من إمبارح ولسه محدش رد","cancel_order","negative","high"
"بجد طلبت الإلغاء من إمبارح ولسا محدش رد في انتظار ردكم","cancel_order","negative","high"
"بجد طلبت الالغاء من إمبارح ولسه محدش رد وشكراً لتعاونكم","cancel_order","negative","high"
"طلبت الالغاء من إمبارح ولسه محدش رد وشكراً لتعاونكم","cancel_order","negative","high"
"على فكرة، طلبت الالغاء من إمبارح ولسه محدش رد ياريت حد يرد عليا","cancel_order","negative","high"
"معلش، طلبت الالغاء من إمبارح ولسه محدش رد ياريت حد يرد عليا","cancel_order","negative","high"
"طب طلبت الإلغاء من إمبارح ولسه محدش رد ياريت حد يرد عليا","cancel_order","negative","high"
"معلش، طلبت الإلغاء من إمبارح ولسه محدش رد في انتظار ردكم","cancel_order","negative","high"
"من فضلك، طلبت الإلغاء من إمبارح ولسه محدش رد","cancel_order","negative","high"
"لو سمحت، طلبت الإلغاء من إمبارح ولسا محدش رد برجاء الإفادة","cancel_order","negative","high"
"بجد طلبت الإلغاء من إمبارح ولسه محدش رد برجاء الإفادة","cancel_order","negative","high"
"معلش، طلبت الإلغاء من إمبارح ولسه محدش رد برجاء الإفادة","cancel_order","negative","high"
"لو سمحت، عاوز ألغي الاوردر بتاعي دلوقتي لو ينفع برجاء الإفادة","cancel_order","neutral","medium"
"معلش، عايز الغي الاوردر بتاعي دلوقتي لو ينفع وشكراً لتعاونكم","cancel_order","neutral","medium"
"طب عايز الغي الاوردر بتاعي دلوقتي لو ينفع في انتظار ردكم","cancel_order","neutral","medium"
"عايز الغي الاوردر بتاعي دلوقتي لو ينفع وشكراً لتعاونكم","cancel_order","neutral","medium"
"بجد عايز ألغي الاوردر بتاعي دلوقتي لو ينفع برجاء الإفادة","cancel_order","neutral","medium"
"معلش، عايز ألغي الاوردر بتاعي دلوقتي لو ينفع","cancel_order","neutral","medium"
"من فضلك، عايز ألغي الاوردر بتاعي دلوقتي لو ينفع وشكراً لتعاونكم","cancel_order","neutral","medium"
"على فكرة، عايز ألغي الاوردر بتاعي دلوقتي لو ينفع برجاء الإفادة","cancel_order","neutral","medium"
"بجد عايز الغي الاوردر بتاعي دلوقتي لو ينفع ياريت حد يرد عليا","cancel_order","neutral","medium"
"معلش، عاوز ألغي الاوردر بتاعي دلوقتي لو ينفع ياريت حد يرد عليا","cancel_order","neutral","medium"
"بجد عاوز ألغي الاوردر بتاعي دلوقتي لو ينفع","cancel_order","neutral","medium"
"على فكرة، عاوز ألغي الاوردر بتاعي دلوقتي لو ينفع ياريت حد يرد عليا","cancel_order","neutral","medium"
"معلش، اتصلت كتير ومحدش ألغى الطلب لسه ياريت حد يرد عليا","cancel_order","negative","high"
"طب اتصلت كتير ومحدش ألغى الطلب لسه وشكراً لتعاونكم","cancel_order","negative","high"
"على فكرة، اتصلت كتير ومحدش ألغى الطلب لسه وشكراً لتعاونكم","cancel_order","negative","high"
"طب اتصلت كتير ومحدش ألغى الطلب لسه برجاء الإفادة","cancel_order","negative","high"
"بجد اتصلت كتير ومحدش ألغى الطلب لسه وشكراً لتعاونكم","cancel_order","negative","high"
"لو سمحت، اتصلت كتير ومحدش ألغى الطلب لسه برجاء الإفادة","cancel_order","negative","high"
"على فكرة، اتصلت كتير ومحدش ألغى الطلب لسا في انتظار ردكم","cancel_order","negative","high"
"من فضلك، اتصلت كتير ومحدش ألغى الطلب لسه وشكراً لتعاونكم","cancel_order","negative","high"
"اتصلت كتير ومحدش ألغى الطلب لسا وشكراً لتعاونكم","cancel_order","negative","high"
"من فضلك، اتصلت كتير ومحدش ألغى الطلب لسا برجاء الإفادة","cancel_order","negative","high"
"معلش، اتصلت كتير ومحدش ألغى الطلب لسه برجاء الإفادة","cancel_order","negative","high"
"بجد اتصلت كتير ومحدش ألغى الطلب لسا في انتظار ردكم","cancel_order","negative","high"
"لو سمحت، عايز أرجع في الطلب وألغيه برجاء الإفادة","cancel_order","neutral","medium"
"بجد عايز أرجع في الطلب وألغيه في انتظار ردكم","cancel_order","neutral","medium"
"طب عايز أرجع في الطلب والغيه ياريت حد يرد عليا","cancel_order","neutral","medium"
"عايز أرجع في الطلب وألغيه في انتظار ردكم","cancel_order","neutral","medium"
"طب عايز ارجع في الطلب وألغيه وشكراً لتعاونكم","cancel_order","neutral","medium"
"عايز ارجع في الطلب وألغيه وشكراً لتعاونكم","cancel_order","neutral","medium"
"بجد عايز أرجع في الطلب وألغيه وشكراً لتعاونكم","cancel_order","neutral","medium"
"طب عايز أرجع في الطلب وألغيه برجاء الإفادة","cancel_order","neutral","medium"
"من فضلك، عايز أرجع في الطلب وألغيه في انتظار ردكم","cancel_order","neutral","medium"
"عاوز أرجع في الطلب وألغيه","cancel_order","neutral","medium"
"بجد عايز أرجع في الطلب وألغيه","cancel_order","neutral","medium"
"طب عاوز أرجع في الطلب وألغيه في انتظار ردكم","cancel_order","neutral","medium"
"طب عاوز إلغاء الطلب حالاً، الموضوع بقى مستعجل جداً","cancel_order","negative","high"
"على فكرة، عايز إلغاء الطلب حالاً، الموضوع بقى مستعجل جداً","cancel_order","negative","high"
"على فكرة، عاوز إلغاء الطلب حالاً، الموضوع بقى مستعجل جداً ياريت حد يرد عليا","cancel_order","negative","high"
"على فكرة، عايز إلغاء الطلب حالاً، الموضوع بقى مستعجل جداً في انتظار ردكم","cancel_order","negative","high"
"لو سمحت، عايز الغاء الطلب حالاً، الموضوع بقى مستعجل جداً وشكراً لتعاونكم","cancel_order","negative","high"
"معلش، عايز إلغاء الطلب حالاً، الموضوع بقى مستعجل جداً في انتظار ردكم","cancel_order","negative","high"
"لو سمحت، عاوز إلغاء الطلب حالاً، الموضوع بقى مستعجل جداً ياريت حد يرد عليا","cancel_order","negative","high"
"على فكرة، عاوز إلغاء الطلب حالاً، الموضوع بقى مستعجل جداً وشكراً لتعاونكم","cancel_order","negative","high"
"معلش، عاوز إلغاء الطلب حالاً، الموضوع بقى مستعجل جداً وشكراً لتعاونكم","cancel_order","negative","high"
"عايز إلغاء الطلب حالاً، الموضوع بقى مستعجل جداً","cancel_order","negative","high"
"لو سمحت، عايز الغاء الطلب حالاً، الموضوع بقى مستعجل جداً برجاء الإفادة","cancel_order","negative","high"
"على فكرة، عاوز إلغاء الطلب حالاً، الموضوع بقى مستعجل جداً برجاء الإفادة","cancel_order","negative","high"
"طب ممكن تساعدوني في الغاء الطلب؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"معلش، ممكن تساعدوني في إلغاء الطلب؟","cancel_order","neutral","medium"
"معلش، ممكن تساعدوني في إلغاء الطلب؟ برجاء الإفادة","cancel_order","neutral","medium"
"طب ممكن تساعدوني في الغاء الطلب؟","cancel_order","neutral","medium"
"معلش، ممكن تساعدوني في الغاء الطلب؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"ممكن تساعدوني في إلغاء الطلب؟ في انتظار ردكم","cancel_order","neutral","medium"
"بجد ممكن تساعدوني في الغاء الطلب؟ في انتظار ردكم","cancel_order","neutral","medium"
"بجد ممكن تساعدوني في إلغاء الطلب؟ برجاء الإفادة","cancel_order","neutral","medium"
"على فكرة، ممكن تساعدوني في الغاء الطلب؟","cancel_order","neutral","medium"
"معلش، ممكن تساعدوني في الغاء الطلب؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"طب ممكن تساعدوني في الغاء الطلب؟ في انتظار ردكم","cancel_order","neutral","medium"
"من فضلك، ممكن تساعدوني في إلغاء الطلب؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"طب عايز إلغاء الطلب #1001 من فضلكم ياريت حد يرد عليا","cancel_order","neutral","medium"
"عايز إلغاء الطلب #1001 من فضلكم في انتظار ردكم","cancel_order","neutral","medium"
"بجد عايز إلغاء الطلب #1001 من فضلكم ياريت حد يرد عليا","cancel_order","neutral","medium"
"عاوز إلغاء الطلب #1003 من فضلكم وشكراً لتعاونكم","cancel_order","neutral","medium"
"من فضلك، عايز إلغاء الطلب #1002 من فضلكم","cancel_order","neutral","medium"
"لو سمحت، عايز إلغاء الطلب #1002 من فضلكم وشكراً لتعاونكم","cancel_order","neutral","medium"
"على فكرة، عاوز إلغاء الطلب #1002 من فضلكم في انتظار ردكم","cancel_order","neutral","medium"
"طب عاوز إلغاء الطلب #1002 من فضلكم في انتظار ردكم","cancel_order","neutral","medium"
"لو سمحت، عايز إلغاء الطلب #1002 من فضلكم","cancel_order","neutral","medium"
"بجد عاوز إلغاء الطلب #1002 من فضلكم برجاء الإفادة","cancel_order","neutral","medium"
"معلش، عايز إلغاء الطلب #1003 من فضلكم ياريت حد يرد عليا","cancel_order","neutral","medium"
"من فضلك، عايز الغاء الطلب #1001 من فضلكم","cancel_order","neutral","medium"
"طب عايز إلغاء الطلب #1003 من فضلكم في انتظار ردكم","cancel_order","neutral","medium"
"من فضلك، عايز إلغاء الطلب #1001 من فضلكم وشكراً لتعاونكم","cancel_order","neutral","medium"
"ينفع ألغي الاوردر قبل ما يتشحن؟ برجاء الإفادة","cancel_order","neutral","medium"
"من فضلك، ينفع ألغي الاوردر قبل ما يتشحن؟ برجاء الإفادة","cancel_order","neutral","medium"
"ينفع الغي الاوردر قبل ما يتشحن؟ في انتظار ردكم","cancel_order","neutral","medium"
"من فضلك، ينفع ألغي الاوردر قبل ما يتشحن؟","cancel_order","neutral","medium"
"طب ينفع ألغي الاوردر قبل ما يتشحن؟ برجاء الإفادة","cancel_order","neutral","medium"
"على فكرة، ينفع الغي الاوردر قبل ما يتشحن؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"معلش، ينفع ألغي الاوردر قبل ما يتشحن؟","cancel_order","neutral","medium"
"من فضلك، ينفع الغي الاوردر قبل ما يتشحن؟ في انتظار ردكم","cancel_order","neutral","medium"
"لو سمحت، ينفع ألغي الاوردر قبل ما يتشحن؟ في انتظار ردكم","cancel_order","neutral","medium"
"معلش، ينفع ألغي الاوردر قبل ما يتشحن؟ في انتظار ردكم","cancel_order","neutral","medium"
"طب ينفع الغي الاوردر قبل ما يتشحن؟","cancel_order","neutral","medium"
"على فكرة، ينفع الغي الاوردر قبل ما يتشحن؟ برجاء الإفادة","cancel_order","neutral","medium"
"معلش، قررت اني مش عايز الطلب، ينفع الغيه؟","cancel_order","neutral","medium"
"طب قررت اني مش عايز الطلب، ينفع ألغيه؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"قررت اني مش عاوز الطلب، ينفع ألغيه؟ في انتظار ردكم","cancel_order","neutral","medium"
"لو سمحت، قررت اني مش عايز الطلب، ينفع ألغيه؟","cancel_order","neutral","medium"
"قررت اني مش عاوز الطلب، ينفع ألغيه؟","cancel_order","neutral","medium"
"طب قررت اني مش عايز الطلب، ينفع ألغيه؟ في انتظار ردكم","cancel_order","neutral","medium"
"قررت اني مش عايز الطلب، ينفع الغيه؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"قررت اني مش عاوز الطلب، ينفع ألغيه؟ وشكراً لتعاونكم","cancel_order","neutral","medium"
"معلش، قررت اني مش عايز الطلب، ينفع الغيه؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"بجد قررت اني مش عايز الطلب، ينفع الغيه؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"طب قررت اني مش عايز الطلب، ينفع الغيه؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"من فضلك، قررت اني مش عايز الطلب، ينفع ألغيه؟ ياريت حد يرد عليا","cancel_order","neutral","medium"
"على فكرة، محتاج الغاء عاجل للطلب #1003 في انتظار ردكم","cancel_order","negative","high"
"بجد محتاج الغاء عاجل للطلب #1001 في انتظار ردكم","cancel_order","negative","high"
"محتاج الغاء عاجل للطلب #1001","cancel_order","negative","high"
"من فضلك، محتاج الغاء عاجل للطلب #1002 في انتظار ردكم","cancel_order","negative","high"
"معلش، محتاج إلغاء عاجل للطلب #1002 برجاء الإفادة","cancel_order","negative","high"
"معلش، محتاج إلغاء عاجل للطلب #1001 وشكراً لتعاونكم","cancel_order","negative","high"
"طب محتاج الغاء عاجل للطلب #1003 في انتظار ردكم","cancel_order","negative","high"
"من فضلك، محتاج الغاء عاجل للطلب #1003 ياريت حد يرد عليا","cancel_order","negative","high"
"لو سمحت، محتاج الغاء عاجل للطلب #1003 وشكراً لتعاونكم","cancel_order","negative","high"
"بجد محتاج الغاء عاجل للطلب #1003 وشكراً لتعاونكم","cancel_order","negative","high"
"محتاج الغاء عاجل للطلب #1003 ياريت حد يرد عليا","cancel_order","negative","high"
"بجد محتاج إلغاء عاجل للطلب #1002 برجاء الإفادة","cancel_order","negative","high"
"من فضلك، محتاج إلغاء عاجل للطلب #1003 برجاء الإفادة","cancel_order","negative","high"
"من فضلك، شكراً مقدماً لو قدرتوا تلغوا الطلب بسرعة في انتظار ردكم","cancel_order","positive","medium"
"طب شكراً مقدماً لو قدرتوا تلغوا الطلب بسرعة وشكراً لتعاونكم","cancel_order","positive","medium"
"شكراً مقدماً لو قدرتوا تلغوا الطلب بسرعة في انتظار ردكم","cancel_order","positive","medium"
"معلش، شكراً مقدماً لو قدرتوا تلغوا الطلب بسرعة","cancel_order","positive","medium"
"شكراً مقدماً لو قدرتوا تلغوا الطلب بسرعة","cancel_order","positive","medium"
"بجد شكراً مقدماً لو قدرتوا تلغوا الطلب بسرعة برجاء الإفادة","cancel_order","positive","medium"
"طب شكراً مقدماً لو قدرتوا تلغوا الطلب بسرعة في انتظار ردكم","cancel_order","positive","medium"
"لو سمحت، شكراً مقدماً لو قدرتوا تلغوا الطلب بسرعة","cancel_order","positive","medium"
